ImageId,EncodedPixels
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,169003 6 169522 10 170042 11 170561 12 171081 12 171601 12 172121 13 172641 13 173161 13 173681 13 174201 13 174721 13 175241 13 175761 13 176281 11 176802 7 177322 5
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,61883 1 62403 1 62923 4 63443 11 63963 13 64483 14 65002 15 65522 16 66042 16 66563 15 67083 16 67604 16 68124 16 68645 15 69166 13 69688 10 70209 8 70730 5
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,73334 11 73853 15 74373 16 74892 18 75412 20 75932 21 76452 21 76971 23 77491 23 78003 1 78010 24 78522 4 78528 26 79042 32 79562 32 80082 31 80602 31 81122 8 81132 20 81642 8 81654 16 82162 8 82176 13 82682 8 82697 12 83203 6 83219 7 83725 3
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,148203 1 148722 2 149242 3 149762 3 150282 3 150802 3 151322 3 151842 3 152363 1
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,54083 1
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,52014 8 52530 14 53049 15 53568 17 54088 18 54608 18 55128 18 55649 17 56169 17 56689 17 57209 16 57730 14 58252 11 58774 7
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,151866 7 152385 10 152904 12 153423 14 153943 14 154463 14 154983 14 155502 15 156022 14 156542 13 157061 14 157581 13 158099 15 158618 16 159137 17 159654 19 160173 20 160692 21 161210 22 161729 22 162249 21 162769 21 163288 21 163808 20 164328 18 164849 16 165369 14 165890 11 166412 7
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,145255 7 145772 12 146290 16 146809 18 147328 20 147847 22 148367 26 148887 28 149406 30 149912 46 150431 48 150936 5 150950 50 151451 14 151470 50 151970 71 152488 73 153007 42 153053 28 153526 43 153574 27 154044 77 154563 78 155083 50 155134 27 155603 50 155656 25 156122 50 156178 23 156631 7 156643 49 156699 22 157147 12 157163 22 157186 26 157221 20 157665 15 157683 21 157709 23 157742 19 158183 17 158204 20 158231 21 158263 16 158702 18 158725 18 158752 20 158783 15 159221 18 159246 16 159273 20 159302 14 159740 19 159767 13 159795 40 160259 20 160289 10 160318 36 160779 20 160811 5 160837 12 160850 24 161246 11 161279 10 161299 20 161349 15 161371 24 161765 13 161797 13 161819 19 161866 16 161891 24 162285 15 162316 14 162338 21 162384 19 162411 25 162805 17 162834 17 162858 26 162903 20 162932 24 163324 19 163354 17 163377 30 163423 21 163452 24 163843 22 163873 18 163897 34 163942 22 163973 23 164362 26 164390 21 164417 36 164461 23 164494 22 164882 49 164937 39 164979 25 165015 21 165402 48 165459 65 165535 19 165922 46 165981 64 166056 16 166442 48 166503 61 166577 14 166963 50 167034 50 167099 8 167483 52 167554 49 167621 4 168000 58 168074 48 168139 8 168511 68 168594 45 168657 11 169029 71 169114 34 169152 3 169175 14 169546 76 169635 31 169691 20 170065 78 170156 29 170209 23 170584 79 170675 30 170727 25 171102 82 171193 33 171245 28 171621 83 171710 10 171730 16 171764 29 172141 27 172173 51 172226 15 172251 14 172283 30 172660 27 172698 64 172772 13 172803 29 173180 27 173221 61 173293 11 173323 29 173698 28 173746 57 173814 9 173843 28 174217 29 174273 50 174335 7 174363 26 174737 28 174794 49 174883 25 175256 26 175316 47 175403 24 175776 24 175837 23 175864 19 175923 23 176297 21 176358 20 176385 18 176443 22 176818 18 176880 13 176906 16 176963 22 177340 15 177405 4 177426 15 177483 21 177861 12 177947 11 178003 21 178385 4 178470 3 178523 21 179043 21 179563 21 180084 20 180607 15
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,114938 2 115458 4 115977 7 116497 7 117017 7 117537 6 118058 3
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,44746 2 45262 9 45781 11 46301 12 46821 12 47341 13 47861 13 48381 13 48901 13 49421 13 49941 13 50462 11 50983 9 51506 3
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,87403 1 87922 4 88441 7 88959 11 89478 14 89998 15 90517 16 91037 17 91557 17 92077 17 92597 17 93117 17 93637 16 94156 17 94671 21 95189 22 95708 21 96226 21 96745 21 97265 21 97785 21 98305 22 98825 25 99345 26 99865 28 100385 29 100905 30 101425 30 101946 29 102466 28 102986 27 103507 16 104027 15 104546 16 105066 15 105586 17 106105 21 106625 22 107144 26 107664 27 108183 30 108704 31 109224 33 109745 33 110268 31 110789 31 111311 30 111832 30 112353 29 112873 29 113393 30 113913 30 114433 30 114953 30 115473 30 115993 30 116513 30 117034 29 117555 27 118076 26 118597 23 119118 20 119639 17
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,38 13 556 18 1074 20 1594 20 2113 22 2633 22 3152 23 3671 24 4190 24 4710 24 5230 24 5750 23 6271 21 6792 18 7313 16 7833 14 8355 8
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,29679 5 29695 10 30197 9 30213 14 30716 15 30732 15 31234 33 31754 33 32274 33 32794 33 33314 33 33834 30 34353 27 34873 23 35393 22 35913 21 36433 21 36953 21 37473 21 37993 21 38514 20 39034 19 39554 18 40074 17 40596 13 41119 7
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,55162 10 55681 12 56199 15 56718 17 57237 20 57757 21 58277 22 58797 23 59317 27 59837 28 60357 29 60877 29 61397 30 61917 14 61932 15 62438 10 62453 14 62959 5 62972 15 63490 17 64009 18 64529 18 65048 19 65568 18 66089 17 66609 17 67130 16 67650 15 68170 14 68691 12 69214 5
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,131087 2 131602 12 132122 13 132642 13 133162 13 133682 13 134202 13 134722 13 135242 12 135762 12 136282 12 136802 12 137322 11 137842 10 138363 6
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,123287 4 123806 7 124326 10 124845 13 125365 13 125885 14 126405 14 126926 13 127446 13 127967 13 128488 13 129009 13 129530 14 130053 12 130577 9 131097 9 131618 8 132138 8 132661 5
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,3736 7 4254 13 4772 17 5290 20 5806 25 6322 30 6838 35 7355 39 7862 5 7872 43 8379 56 8898 57 9416 60 9935 61 10454 62 10974 62 11494 61 12014 61 12534 60 13054 57 13575 52 14097 32 14618 29 15139 29 15669 21 16192 18 16713 18 16739 10 17233 19 17255 16 17753 40 18273 41 18791 44 19310 45 19827 48 20346 49 20866 50 21386 50 21906 26 21933 23 22426 25 22454 22 22946 25 22975 21 23466 25 23497 18 23986 24 24018 16 24507 23 24540 7 25028 22 25549 22 26069 22 26590 21 27110 21 27631 19 28152 18 28673 17 29193 16 29713 15 30233 14 30753 13 31273 12 31794 10 32314 9 32834 8 33354 8 33876 5
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,95217 10 95736 12 96255 13 96775 13 97295 12 97816 10 98337 8
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,41149 9 41667 13 42186 16 42705 19 43223 22 43742 25 44262 26 44782 27 45302 28 45821 29 46341 29 46861 29 47381 29 47899 30 48419 29 48938 28 49458 23 49978 21 50498 20 51018 19 51539 17 52060 14 52581 10 53102 7
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,62 36 581 38 1101 39 1621 39 2142 38 2662 22 2690 9 3183 19 3705 16 4227 11 4750 5
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,60396 6 60915 11 61434 13 61953 15 62473 16 62992 18 63511 19 64031 19 64551 20 65072 19 65592 19 66113 18 66633 18 67153 17 67674 16 68194 14 68715 12 69239 8 69764 1 70282 7 70800 10 71319 12 71838 14 72357 16 72876 17 73395 18 73914 19 74434 20 74954 20 75474 20 75994 20 76513 21 77033 20 77551 21 78070 21 78590 19 79108 18 79626 17 80146 15 80666 13 81185 14 81704 14 82223 15 82742 16 83262 16 83782 16 84303 16 84824 16 85345 17 85866 18 86388 22 86909 22 87430 22 87950 23 88471 23 88992 22 89513 21 90033 21 90554 19 91074 18 91595 16 92118 12 92639 11 93163 2
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,117595 6 118113 10 118631 14 119150 16 119669 18 120187 22 120706 24 121226 24 121745 26 122264 27 122784 27 123303 28 123823 28 124343 28 124864 27 125385 26 125906 25 126427 24 126949 20 127472 16 127993 13 128516 6
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,143071 6 143590 8 144108 11 144627 13 145146 15 145666 15 146186 15 146706 14 147227 12 147748 9 148271 2
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,55190 7 55709 9 56229 8 56750 7 57270 5
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,131646 7 132163 11 132680 15 133198 18 133717 20 134235 22 134754 24 135274 24 135794 24 136314 25 136835 29 137355 31 137877 30 138399 28 138922 25 139445 22 139966 21 140487 20 141007 20 141526 21 142046 21 142566 21 143086 20 143606 20 144126 19 144646 17 145167 16 145688 14 146210 11 146730 11 147252 6 147774 3 148291 10 148810 12 149328 14 149847 16 150366 17 150885 18 151405 18 151924 19 152443 19 152963 18 153483 17 154002 15 154521 13 155041 11 155562 7 156082 4 156604 1
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,96288 2 96806 8 97324 13 97843 16 98362 17 98882 18 99402 20 99922 21 100442 25 100962 27 101483 27 102003 28 102524 27 102571 4 103047 24 103088 14 103569 22 103607 17 104091 22 104127 19 104613 24 104647 20 105134 24 105166 22 105655 24 105686 22 106176 23 106206 22 106698 21 106726 22 107220 20 107245 23 107742 19 107762 26 108263 44 108783 43 109304 19 109325 19 109824 19 109846 17 110345 18 110374 5 110866 17 111386 17 111906 17 112426 17 112946 17 113467 15 113987 15 114508 12 115030 8 115552 4
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,125 22 643 27 1162 28 1682 28 2202 29 2721 30 3240 32 3760 32 4280 32 4800 31 5321 30 5841 30 6362 29 6882 30 7402 30 7922 30 8442 30 8962 31 9481 33 10001 34 10521 34 11041 34 11562 34 12082 34 12604 32 13126 30 13646 30 14166 30 14687 29 15207 28 15727 27 16247 26 16767 24 17287 22 17807 21 18326 21 18845 21 19365 20 19885 19 20405 19 20925 19 21445 19 21966 18 22486 18 23006 18 23525 19 24043 20 24562 20 25075 26 25594 26 26113 26 26631 27 27148 27 27667 26 28186 26 28706 26 29225 26 29745 27 30264 28 30783 29 31303 29 31822 30 32341 31 32374 16 32859 28 32892 20 33378 28 33411 22 33898 28 33931 24 34417 29 34451 25 34936 32 34970 26 35457 59 35977 59 36498 58 37020 56 37542 54 38064 52 38586 50 39106 26 39134 21 39627 24 39656 19 40147 23 40178 15 40668 22 40700 11 41189 21 41710 19 42230 18 42750 17 43270 16 43791 13 44311 11 44833 7
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,63625 2 64143 8 64661 11 65179 13 65697 16 66215 18 66732 21 67251 21 67769 22 68287 23 68806 23 69264 9 69324 23 69782 12 69843 22 70302 13 70363 21 70820 15 70882 19 71339 17 71402 17 71859 17 71913 26 71945 1 72379 31 72429 42 72899 32 72948 29 72979 13 73419 34 73467 25 73499 13 73939 46 73986 21 74019 13 74459 63 74539 13 74979 55 75058 14 75500 50 75578 14 76020 52 76098 14 76539 54 76617 15 77059 54 77137 15 77580 53 77657 15 78101 51 78177 16 78622 50 78698 15 79143 47 79219 16 79673 36 79739 18 80194 33 80260 17 80716 16 80782 15 81237 14 81303 14 81757 14 81824 12 82278 13 82346 8 82798 13 83318 13 83839 11 84360 8
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,45368 10 45887 13 46407 14 46927 16 47447 16 47967 16 48487 17 49007 17 49527 17 50047 17 50567 17 51087 17 51606 18 52126 18 52647 16 53167 16 53687 17 54206 18 54727 25 55247 30 55767 31 56289 6 56298 21 56819 21 57339 21 57858 22 58377 23 58868 3 58895 25 59384 14 59411 29 59903 17 59929 31 60422 20 60447 33 60942 22 60965 35 61462 58 61982 58 62502 58 63022 58 63542 57 64062 57 64582 57 65103 54 65623 21 65646 30 66146 17 66167 28 66688 25 67209 23 67730 19 68250 12 68771 9
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,89027 8 89544 14 90063 15 90583 16 91102 17 91622 17 92142 17 92662 17 93182 17 93702 17 94222 17 94743 16 95263 16 95784 14
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,136884 12 137402 17 137921 19 138440 22 138959 24 139479 24 139999 24 140519 25 141039 25 141559 25 142079 25 142599 25 143120 24 143641 23 144162 21 144683 20 145204 19 145726 15 146248 12 146770 8
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,177968 11 178485 16 179004 19 179522 22 180041 28 180563 20
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,126492 6 127011 8 127530 10 128049 11 128567 15 129087 15 129606 17 130124 19 130643 20 131163 20 131683 20 132203 19 132724 17 133244 16 133766 13 134289 6
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,83365 8 83879 18 84398 19 84915 22 85417 8 85434 23 85936 9 85951 26 86455 10 86471 26 86974 11 86990 26 87493 11 87509 26 88012 12 88028 25 88531 12 88547 25 89050 12 89067 24 89569 12 89587 22 90088 14 90106 22 90607 17 90626 19 91127 37 91648 36 92170 34 92692 31 93214 29 93738 24 94258 23 94778 18 95298 16 95818 17 96337 18 96857 18 97377 18 97898 16 98418 16 98939 13 99461 9 99984 3
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,117669 18 118187 20 118705 23 119224 25 119743 26 120263 27 120783 27 121304 27 121826 26 122347 25 122867 27 122905 2 123387 29 123422 8 123907 30 123939 12 124428 43 124949 43 125470 42 125992 10 126010 22 126517 1 126532 20 127054 18 127575 17 128095 17 128616 16 129136 16 129657 16 130178 15 130699 14 131220 12
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,15244 3 15760 12 16279 15 16799 16 17319 16 17839 17 18358 18 18877 19 19396 20 19915 21 20433 23 20952 24 21471 25 21990 26 22510 26 23030 26 23551 24 24071 22 24591 21 25112 19 25633 16 26155 12 26677 7
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,84954 4 85473 9 85993 11 86514 13 87034 14 87554 13 88074 13 88593 13 89099 25 89617 26 90136 27 90656 27 91176 26 91695 26 92215 26 92735 25 93255 22 93775 20 93805 2 94295 19 94322 8 94815 18 94840 14 95335 18 95359 16 95855 18 95877 19 96374 19 96395 21 96893 20 96914 23 97408 49 97925 24 97950 27 98444 23 98471 26 98964 22 98991 26 99483 22 99511 26 100003 22 100031 26 100522 23 100551 26 101042 23 101072 25 101561 25 101594 22 102080 27 102115 21 102600 28 102637 18 103120 28 103160 12 103639 30 103683 7 104159 31 104205 3 104679 32 105198 34 105716 37 106235 38 106754 41 107273 42 107791 45 108311 45 108831 45 109351 45 109871 45 110391 45 110911 45 111432 43 111954 12 111978 13 112476 6 112500 9
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,131732 5 132250 8 132766 13 133282 18 133800 20 134317 23 134835 25 135354 26 135873 27 136392 28 136912 27 137431 27 137951 26 138471 25 138991 24 139511 23 140031 20 140551 18 141072 15
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,51128 6 51646 9 52165 11 52684 12 53204 13 53724 13 54244 14 54764 14 55284 15 55805 14 56325 14 56845 14 57366 13 57886 13 58406 13 58927 11 59447 9 59968 7
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,172 17 690 22 1210 22 1730 22 2251 21 2771 21 3291 21 3812 20 4334 17 4855 15 5377 11
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,28261 5 28778 11 29297 14 29816 16 30336 16 30856 16 31376 16 31896 16 32416 15 32938 12 33460 8
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,10592 5 11111 9 11631 10 12151 10 12670 13 13190 14 13709 15 14228 16 14747 18 15267 18 15786 19 16305 20 16824 21 17344 21 17863 22 18383 22 18902 22 19421 23 19940 24 20460 25 20980 25 21502 24 22023 25 22545 26 23074 18 23595 17 24115 17 24635 17 25155 17 25674 18 26193 19 26715 16 27235 15 27756 13 28278 8
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,44904 4 45423 9 45942 11 46461 12 46981 12 47500 13 48021 12 48541 12 49062 11 49583 10 50104 8 50625 6
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,34529 2 35047 8 35565 17 36084 20 36604 22 37123 25 37643 26 38162 27 38681 28 39201 27 39720 28 40240 28 40760 25 41279 14 41799 14 42318 14 42838 14 43357 15 43877 15 44397 15 44916 16 45436 16 45956 16 46476 15 46996 14 47517 11 48042 1
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,61049 3 61567 8 62086 8 62604 9 63123 10 63643 11 64163 12 64682 14 65202 14 65721 16 66241 16 66760 18 67280 20 67800 21 67827 4 68319 36 68839 37 69358 38 69877 40 70397 40 70917 40 71438 39 71959 38 72480 36 73000 36 73521 33 74041 32 74561 31 75081 29 75601 28 76120 28 76640 28 77160 28 77680 28 78199 29 78719 29 79239 29 79759 29 80280 27 80802 23 81324 20 81846 16 82370 11 82892 7 83414 1
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,5403 4 5921 10 6440 11 6960 10 7480 10 8000 9 8521 7 9043 4
78a981bd27ba0c65a9169548665a17bda9f49050d0d3893a6567d1eb92cd003d,173882 9 174401 11 174920 13 175440 13 175960 14 176480 13 177000 13 177520 13 178041 12 178561 12 179082 11 179603 9 180124 6 180646 1
